App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5962859,HDR,03/15/2020,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5994607,HDR,04/23/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5982588,HDR,10/07/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5971276,HDR,04/27/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5974255,HDR,06/18/2021,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5990673,HDR,02/21/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5996578,HDR,05/19/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5995242,HDR,05/03/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5990064,HDR,02/09/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5990416,HDR,02/16/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5963697,HDR,06/08/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5996482,HDR,05/18/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5979852,HDR,09/04/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5995179,HDR,05/02/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5987256,HDR,12/16/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5993221,HDR,04/01/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5989623,HDR,02/01/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5985682,HDR,11/21/2021,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5976340,HDR,07/19/2021,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5988088,HDR,01/03/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5965116,HDR,09/16/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5989839,HDR,02/05/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5995813,HDR,05/10/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5993008,HDR,03/30/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5993223,HDR,04/02/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5996314,HDR,05/17/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5960407,HDR,02/11/2020,Denied,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5967785,HDR,01/13/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information,05/23/2022 11:00:12 AM
5963604,HDR,05/23/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5995152,HDR,05/02/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5995030,HDR,04/28/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5989492,HDR,01/28/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5983521,HDR,10/20/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5979516,HDR,08/31/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5991288,HDR,03/03/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5989425,HDR,01/27/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5987960,HDR,12/30/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5996123,HDR,05/14/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5992143,HDR,03/16/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5975886,HDR,07/12/2021,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5992998,HDR,03/29/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5993247,HDR,04/02/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5963609,HDR,05/25/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5994503,HDR,04/21/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5996401,HDR,05/18/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5994464,HDR,04/21/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5996026,HDR,05/12/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5986128,HDR,11/29/2021,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5984510,HDR,11/04/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,05/23/2022 11:00:12 AM
5968714,HDR,02/23/2021,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5994078,HDR,04/15/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5981442,HDR,09/23/2021,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5994462,HDR,04/21/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5965652,HDR,10/20/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5969609,HDR,03/22/2021,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5995175,HDR,05/02/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,05/23/2022 11:00:12 AM
5995744,HDR,05/10/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5963757,HDR,06/15/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5995365,HDR,05/04/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5981855,HDR,09/29/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5994907,HDR,04/27/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5987323,HDR,12/17/2021,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5964709,HDR,08/20/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5972266,HDR,05/16/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5991160,HDR,03/01/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5995567,HDR,05/07/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5995566,HDR,05/07/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5990903,HDR,02/24/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5994982,HDR,04/28/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5983135,HDR,10/15/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5990363,HDR,02/15/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5962315,HDR,03/08/2020,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5991534,HDR,03/07/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5964003,HDR,07/06/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5984849,HDR,11/09/2021,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5978963,HDR,08/24/2021,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5994393,HDR,04/20/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5991018,HDR,02/27/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5971830,HDR,05/06/2021,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5995292,HDR,05/04/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,05/23/2022 11:00:12 AM
5994732,HDR,04/25/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5959895,HDR,02/03/2020,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5989742,HDR,02/03/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5963541,HDR,05/12/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5989954,HDR,02/08/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5980491,HDR,09/13/2021,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5996307,HDR,05/17/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5978558,HDR,08/18/2021,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5995785,HDR,05/10/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5989931,HDR,02/07/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5992806,HDR,03/26/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5995105,HDR,04/30/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5996705,HDR,05/21/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5961701,HDR,02/28/2020,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5980542,HDR,09/14/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5972290,HDR,05/16/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5988849,HDR,01/16/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5996182,HDR,05/15/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5994123,HDR,04/16/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5990609,HDR,02/19/2022,Pending Fitness Interview,05/17/2022,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5961600,HDR,02/27/2020,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,05/23/2022 11:00:12 AM
5989441,HDR,01/27/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5963414,HDR,04/17/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5996384,HDR,05/17/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5990736,HDR,02/22/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5973528,HDR,06/07/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5965679,HDR,10/21/2020,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5981406,HDR,09/23/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5994639,HDR,04/23/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5989057,HDR,01/20/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5967380,HDR,12/24/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5995955,HDR,05/12/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Copy of DMV license needed,05/23/2022 11:00:12 AM
5965262,HDR,09/25/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5975895,HDR,07/12/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5995570,HDR,05/07/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5994940,HDR,04/27/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5990442,HDR,02/16/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5988125,HDR,01/04/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5992984,HDR,03/29/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5969901,HDR,03/29/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5981566,HDR,09/25/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,05/23/2022 11:00:12 AM
5995778,HDR,05/10/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5995979,HDR,05/12/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5992756,HDR,03/25/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5969181,HDR,03/09/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5967197,HDR,12/16/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5981584,HDR,09/25/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5991425,HDR,03/05/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,05/23/2022 11:00:12 AM
5991137,HDR,03/01/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5986512,HDR,12/06/2021,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Copy of DMV license needed,05/23/2022 11:00:12 AM
5996551,HDR,05/19/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5988181,HDR,01/04/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5996061,HDR,05/13/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5994598,HDR,04/22/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5995082,HDR,04/29/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Not Applicable,05/23/2022 11:00:12 AM
5965120,PDR,09/16/2020,Incomplete,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Open items needed. Visit www.nyc.gov/tlcup for more information,05/23/2022 11:00:12 AM
